"kd_jenis_prw","nm_perawatan"
"MAG000257","Thoraco Lumbal AP, LAT, Obliqua"
"MAG000258","Thoraco Lumbal AP, LAT, Obliqua"
"MALIFE000253","Thoraco Lumbal AP, LAT, Obliqua"
"MALIFE000254","Thoraco Lumbal AP, LAT, Obliqua"
"MALIFE000255","Thoraco Lumbal AP, LAT, Obliqua"
"MALIFE000256","Thoraco Lumbal AP, LAT, Obliqua"
"MALIFE000257","Thoraco Lumbal AP, LAT, Obliqua"
"MALIFE000258","Thoraco Lumbal AP, LAT, Obliqua"
"MEDITAP000253","Thoraco Lumbal AP, LAT, Obliqua"
"MEDITAP000254","Thoraco Lumbal AP, LAT, Obliqua"
"MEDITAP000255","Thoraco Lumbal AP, LAT, Obliqua"
"MEDITAP000256","Thoraco Lumbal AP, LAT, Obliqua"
"MEDITAP000257","Thoraco Lumbal AP, LAT, Obliqua"
"MEDITAP000258","Thoraco Lumbal AP, LAT, Obliqua"
"MEGA000253","Thoraco Lumbal AP, LAT, Obliqua"
"MEGA000254","Thoraco Lumbal AP, LAT, Obliqua"
"MEGA000255","Thoraco Lumbal AP, LAT, Obliqua"
"MEGA000256","Thoraco Lumbal AP, LAT, Obliqua"
"MEGA000257","Thoraco Lumbal AP, LAT, Obliqua"
"MEGA000258","Thoraco Lumbal AP, LAT, Obliqua"
"MEGINS000253","Thoraco Lumbal AP, LAT, Obliqua"
"MEGINS000254","Thoraco Lumbal AP, LAT, Obliqua"
"MEGINS000255","Thoraco Lumbal AP, LAT, Obliqua"
"MEGINS000256","Thoraco Lumbal AP, LAT, Obliqua"
"MEGINS000257","Thoraco Lumbal AP, LAT, Obliqua"
"MEGINS000258","Thoraco Lumbal AP, LAT, Obliqua"
"MITAD000253","Thoraco Lumbal AP, LAT, Obliqua"
"MITAD000254","Thoraco Lumbal AP, LAT, Obliqua"
"MITAD000255","Thoraco Lumbal AP, LAT, Obliqua"
"MITAD000256","Thoraco Lumbal AP, LAT, Obliqua"
"MITAD000257","Thoraco Lumbal AP, LAT, Obliqua"
"MITAD000258","Thoraco Lumbal AP, LAT, Obliqua"
"MITSOTE000253","Thoraco Lumbal AP, LAT, Obliqua"
"MITSOTE000254","Thoraco Lumbal AP, LAT, Obliqua"
"MITSOTE000255","Thoraco Lumbal AP, LAT, Obliqua"
"MITSOTE000256","Thoraco Lumbal AP, LAT, Obliqua"
"MITSOTE000257","Thoraco Lumbal AP, LAT, Obliqua"
"MITSOTE000258","Thoraco Lumbal AP, LAT, Obliqua"
"NUSA000253","Thoraco Lumbal AP, LAT, Obliqua"
"NUSA000254","Thoraco Lumbal AP, LAT, Obliqua"
"NUSA000255","Thoraco Lumbal AP, LAT, Obliqua"
"NUSA000256","Thoraco Lumbal AP, LAT, Obliqua"
"NUSA000257","Thoraco Lumbal AP, LAT, Obliqua"
"NUSA000258","Thoraco Lumbal AP, LAT, Obliqua"
"OWLEXA000253","Thoraco Lumbal AP, LAT, Obliqua"
"OWLEXA000254","Thoraco Lumbal AP, LAT, Obliqua"
"OWLEXA000255","Thoraco Lumbal AP, LAT, Obliqua"
"OWLEXA000256","Thoraco Lumbal AP, LAT, Obliqua"
"OWLEXA000257","Thoraco Lumbal AP, LAT, Obliqua"
"OWLEXA000258","Thoraco Lumbal AP, LAT, Obliqua"
"PANFIC000253","Thoraco Lumbal AP, LAT, Obliqua"
"PANFIC000254","Thoraco Lumbal AP, LAT, Obliqua"
"PANFIC000255","Thoraco Lumbal AP, LAT, Obliqua"
"PANFIC000256","Thoraco Lumbal AP, LAT, Obliqua"
"PANFIC000257","Thoraco Lumbal AP, LAT, Obliqua"
"PANFIC000258","Thoraco Lumbal AP, LAT, Obliqua"
"PCEPYR000253","Thoraco Lumbal AP, LAT, Obliqua"
"PCEPYR000254","Thoraco Lumbal AP, LAT, Obliqua"
"PCEPYR000255","Thoraco Lumbal AP, LAT, Obliqua"
"PCEPYR000256","Thoraco Lumbal AP, LAT, Obliqua"
"PCEPYR000257","Thoraco Lumbal AP, LAT, Obliqua"
"PCEPYR000258","Thoraco Lumbal AP, LAT, Obliqua"
"PCROSS000253","Thoraco Lumbal AP, LAT, Obliqua"
"PCROSS000254","Thoraco Lumbal AP, LAT, Obliqua"
"PCROSS000255","Thoraco Lumbal AP, LAT, Obliqua"
"PCROSS000256","Thoraco Lumbal AP, LAT, Obliqua"
"PCROSS000257","Thoraco Lumbal AP, LAT, Obliqua"
"PCROSS000258","Thoraco Lumbal AP, LAT, Obliqua"
"PELIFE000253","Thoraco Lumbal AP, LAT, Obliqua"
"PELIFE000254","Thoraco Lumbal AP, LAT, Obliqua"
"PELIFE000255","Thoraco Lumbal AP, LAT, Obliqua"
"PELIFE000256","Thoraco Lumbal AP, LAT, Obliqua"
"PELIFE000257","Thoraco Lumbal AP, LAT, Obliqua"
"PELIFE000258","Thoraco Lumbal AP, LAT, Obliqua"
"PLN000253","Thoraco Lumbal AP, LAT, Obliqua"
"PLN000254","Thoraco Lumbal AP, LAT, Obliqua"
"PLN000255","Thoraco Lumbal AP, LAT, Obliqua"
"PLN000256","Thoraco Lumbal AP, LAT, Obliqua"
"PLN000257","Thoraco Lumbal AP, LAT, Obliqua"
"PLN000258","Thoraco Lumbal AP, LAT, Obliqua"
"PRUDEN000253","Thoraco Lumbal AP, LAT, Obliqua"
"PRUDEN000254","Thoraco Lumbal AP, LAT, Obliqua"
"PRUDEN000255","Thoraco Lumbal AP, LAT, Obliqua"
"PRUDEN000256","Thoraco Lumbal AP, LAT, Obliqua"
"PRUDEN000257","Thoraco Lumbal AP, LAT, Obliqua"
"PRUDEN000258","Thoraco Lumbal AP, LAT, Obliqua"
"PUFR000253","Thoraco Lumbal AP, LAT, Obliqua"
"PUFR000254","Thoraco Lumbal AP, LAT, Obliqua"
"PUFR000255","Thoraco Lumbal AP, LAT, Obliqua"
"PUFR000256","Thoraco Lumbal AP, LAT, Obliqua"
"PUFR000257","Thoraco Lumbal AP, LAT, Obliqua"
"PUFR000258","Thoraco Lumbal AP, LAT, Obliqua"
"SEQLIFE000253","Thoraco Lumbal AP, LAT, Obliqua"
"SEQLIFE000254","Thoraco Lumbal AP, LAT, Obliqua"
"SEQLIFE000255","Thoraco Lumbal AP, LAT, Obliqua"
"SEQLIFE000256","Thoraco Lumbal AP, LAT, Obliqua"
"SEQLIFE000257","Thoraco Lumbal AP, LAT, Obliqua"
"SEQLIFE000258","Thoraco Lumbal AP, LAT, Obliqua"
"SIMAS000253","Thoraco Lumbal AP, LAT, Obliqua"
"SIMAS000254","Thoraco Lumbal AP, LAT, Obliqua"
"SIMAS000255","Thoraco Lumbal AP, LAT, Obliqua"
"SIMAS000256","Thoraco Lumbal AP, LAT, Obliqua"
"SIMAS000257","Thoraco Lumbal AP, LAT, Obliqua"
"SIMAS000258","Thoraco Lumbal AP, LAT, Obliqua"
"SLYNK000253","Thoraco Lumbal AP, LAT, Obliqua"
"SLYNK000254","Thoraco Lumbal AP, LAT, Obliqua"
"SLYNK000255","Thoraco Lumbal AP, LAT, Obliqua"
"SLYNK000256","Thoraco Lumbal AP, LAT, Obliqua"
"SLYNK000257","Thoraco Lumbal AP, LAT, Obliqua"
"SLYNK000258","Thoraco Lumbal AP, LAT, Obliqua"
"SOMPO000253","Thoraco Lumbal AP, LAT, Obliqua"
"SOMPO000254","Thoraco Lumbal AP, LAT, Obliqua"
"SOMPO000255","Thoraco Lumbal AP, LAT, Obliqua"
"SOMPO000256","Thoraco Lumbal AP, LAT, Obliqua"
"SOMPO000257","Thoraco Lumbal AP, LAT, Obliqua"
"SOMPO000258","Thoraco Lumbal AP, LAT, Obliqua"
"SUMDAS000253","Thoraco Lumbal AP, LAT, Obliqua"
"SUMDAS000254","Thoraco Lumbal AP, LAT, Obliqua"
"SUMDAS000255","Thoraco Lumbal AP, LAT, Obliqua"
"SUMDAS000256","Thoraco Lumbal AP, LAT, Obliqua"
"SUMDAS000257","Thoraco Lumbal AP, LAT, Obliqua"
"SUMDAS000258","Thoraco Lumbal AP, LAT, Obliqua"
"SUNDAY000253","Thoraco Lumbal AP, LAT, Obliqua"
"SUNDAY000254","Thoraco Lumbal AP, LAT, Obliqua"
"SUNDAY000255","Thoraco Lumbal AP, LAT, Obliqua"
"SUNDAY000256","Thoraco Lumbal AP, LAT, Obliqua"
"SUNDAY000257","Thoraco Lumbal AP, LAT, Obliqua"
"SUNDAY000258","Thoraco Lumbal AP, LAT, Obliqua"
"SUNPDSA000253","Thoraco Lumbal AP, LAT, Obliqua"
"SUNPDSA000254","Thoraco Lumbal AP, LAT, Obliqua"
"SUNPDSA000255","Thoraco Lumbal AP, LAT, Obliqua"
"SUNPDSA000256","Thoraco Lumbal AP, LAT, Obliqua"
"SUNPDSA000257","Thoraco Lumbal AP, LAT, Obliqua"
"SUNPDSA000258","Thoraco Lumbal AP, LAT, Obliqua"
"SWPIA000253","Thoraco Lumbal AP, LAT, Obliqua"
"SWPIA000254","Thoraco Lumbal AP, LAT, Obliqua"
"SWPIA000255","Thoraco Lumbal AP, LAT, Obliqua"
"SWPIA000256","Thoraco Lumbal AP, LAT, Obliqua"
"SWPIA000257","Thoraco Lumbal AP, LAT, Obliqua"
"SWPIA000258","Thoraco Lumbal AP, LAT, Obliqua"
"TAKAFUL000253","Thoraco Lumbal AP, LAT, Obliqua"
"TAKAFUL000254","Thoraco Lumbal AP, LAT, Obliqua"
"TAKAFUL000255","Thoraco Lumbal AP, LAT, Obliqua"
"TAKAFUL000256","Thoraco Lumbal AP, LAT, Obliqua"
"TAKAFUL000257","Thoraco Lumbal AP, LAT, Obliqua"
"TAKAFUL000258","Thoraco Lumbal AP, LAT, Obliqua"
"TEMED000253","Thoraco Lumbal AP, LAT, Obliqua"
"TEMED000254","Thoraco Lumbal AP, LAT, Obliqua"
"TEMED000255","Thoraco Lumbal AP, LAT, Obliqua"
"TEMED000256","Thoraco Lumbal AP, LAT, Obliqua"
"TEMED000257","Thoraco Lumbal AP, LAT, Obliqua"
"TEMED000258","Thoraco Lumbal AP, LAT, Obliqua"
"TIMEDC000253","Thoraco Lumbal AP, LAT, Obliqua"
"TIMEDC000254","Thoraco Lumbal AP, LAT, Obliqua"
"TIMEDC000255","Thoraco Lumbal AP, LAT, Obliqua"
"TIMEDC000256","Thoraco Lumbal AP, LAT, Obliqua"
"TIMEDC000257","Thoraco Lumbal AP, LAT, Obliqua"
"TIMEDC000258","Thoraco Lumbal AP, LAT, Obliqua"
"TOMAR000253","Thoraco Lumbal AP, LAT, Obliqua"
"TOMAR000254","Thoraco Lumbal AP, LAT, Obliqua"
"TOMAR000255","Thoraco Lumbal AP, LAT, Obliqua"
"TOMAR000256","Thoraco Lumbal AP, LAT, Obliqua"
"TOMAR000257","Thoraco Lumbal AP, LAT, Obliqua"
"TOMAR000258","Thoraco Lumbal AP, LAT, Obliqua"
"TRAUT000253","Thoraco Lumbal AP, LAT, Obliqua"
"TRAUT000254","Thoraco Lumbal AP, LAT, Obliqua"
"TRAUT000255","Thoraco Lumbal AP, LAT, Obliqua"
"TRAUT000256","Thoraco Lumbal AP, LAT, Obliqua"
"TRAUT000257","Thoraco Lumbal AP, LAT, Obliqua"
"TRAUT000258","Thoraco Lumbal AP, LAT, Obliqua"
"YAKES000253","Thoraco Lumbal AP, LAT, Obliqua"
"YAKES000254","Thoraco Lumbal AP, LAT, Obliqua"
"YAKES000255","Thoraco Lumbal AP, LAT, Obliqua"
"YAKES000256","Thoraco Lumbal AP, LAT, Obliqua"
"YAKES000257","Thoraco Lumbal AP, LAT, Obliqua"
"YAKES000258","Thoraco Lumbal AP, LAT, Obliqua"
"ZURAD000253","Thoraco Lumbal AP, LAT, Obliqua"
"ZURAD000254","Thoraco Lumbal AP, LAT, Obliqua"
"ZURAD000255","Thoraco Lumbal AP, LAT, Obliqua"
"ZURAD000256","Thoraco Lumbal AP, LAT, Obliqua"
"ZURAD000257","Thoraco Lumbal AP, LAT, Obliqua"
"ZURAD000258","Thoraco Lumbal AP, LAT, Obliqua"
"ZURME000253","Thoraco Lumbal AP, LAT, Obliqua"
"ZURME000254","Thoraco Lumbal AP, LAT, Obliqua"
"ZURME000255","Thoraco Lumbal AP, LAT, Obliqua"
"ZURME000256","Thoraco Lumbal AP, LAT, Obliqua"
"ZURME000257","Thoraco Lumbal AP, LAT, Obliqua"
"ZURME000258","Thoraco Lumbal AP, LAT, Obliqua"
"JIAS000253","Thoraco Lumbal AP, LAT, OJIASqua"
"JIAS000254","Thoraco Lumbal AP, LAT, OJIASqua"
"JIAS000255","Thoraco Lumbal AP, LAT, OJIASqua"
"JIAS000256","Thoraco Lumbal AP, LAT, OJIASqua"
"JIAS000257","Thoraco Lumbal AP, LAT, OJIASqua"
"JIAS000258","Thoraco Lumbal AP, LAT, OJIASqua"
"AAA000259","Thorax Anak"
"AAA000260","Thorax Anak"
"AAA000261","Thorax Anak"
"AAA000262","Thorax Anak"
"AAA000263","Thorax Anak"
"AAA000264","Thorax Anak"
"ABDA000259","Thorax Anak"
"ABDA000260","Thorax Anak"
"ABDA000261","Thorax Anak"
"ABDA000262","Thorax Anak"
"ABDA000263","Thorax Anak"
"ABDA000264","Thorax Anak"
"ACADM000259","Thorax Anak"
"ACADM000260","Thorax Anak"
"ACADM000261","Thorax Anak"
"ACADM000262","Thorax Anak"
"ACADM000263","Thorax Anak"
"ACADM000264","Thorax Anak"
"ACPHLT000259","Thorax Anak"
"ACPHLT000260","Thorax Anak"
"ACPHLT000261","Thorax Anak"
"ACPHLT000262","Thorax Anak"
"ACPHLT000263","Thorax Anak"
"ACPHLT000264","Thorax Anak"
"ACPRM000259","Thorax Anak"
"ACPRM000260","Thorax Anak"
"ACPRM000261","Thorax Anak"
"ACPRM000262","Thorax Anak"
"ACPRM000263","Thorax Anak"
"ACPRM000264","Thorax Anak"
"ADIRA000259","Thorax Anak"
"ADIRA000260","Thorax Anak"
"ADIRA000261","Thorax Anak"
"ADIRA000262","Thorax Anak"
"ADIRA000263","Thorax Anak"
"ADIRA000264","Thorax Anak"
"ADM000259","Thorax Anak"
"ADM000260","Thorax Anak"
"ADM000261","Thorax Anak"
"ADM000262","Thorax Anak"
"ADM000263","Thorax Anak"
"ADM000264","Thorax Anak"
"AIA000259","Thorax Anak"
"AIA000260","Thorax Anak"
"AIA000261","Thorax Anak"
"AIA000262","Thorax Anak"
"AIA000263","Thorax Anak"
"AIA000264","Thorax Anak"
"ALLI000259","Thorax Anak"
"ALLI000260","Thorax Anak"
"ALLI000261","Thorax Anak"
"ALLI000262","Thorax Anak"
"ALLI000263","Thorax Anak"
"ALLI000264","Thorax Anak"
"ANGPUR000259","Thorax Anak"
"ANGPUR000260","Thorax Anak"
"ANGPUR000261","Thorax Anak"
"ANGPUR000262","Thorax Anak"
"ANGPUR000263","Thorax Anak"
"ANGPUR000264","Thorax Anak"
"ANUMAP000259","Thorax Anak"
"ANUMAP000260","Thorax Anak"
"ANUMAP000261","Thorax Anak"
"ANUMAP000262","Thorax Anak"
"ANUMAP000263","Thorax Anak"
"ANUMAP000264","Thorax Anak"
"ASIAS000259","Thorax Anak"
"ASIAS000260","Thorax Anak"
"ASIAS000261","Thorax Anak"
"ASIAS000262","Thorax Anak"
"ASIAS000263","Thorax Anak"
"ASIAS000264","Thorax Anak"
"ASKRI000259","Thorax Anak"
"ASKRI000260","Thorax Anak"
"ASKRI000261","Thorax Anak"
"ASKRI000262","Thorax Anak"
"ASKRI000263","Thorax Anak"
"ASKRI000264","Thorax Anak"
"ASTBUA000259","Thorax Anak"
"ASTBUA000260","Thorax Anak"
"ASTBUA000261","Thorax Anak"
"ASTBUA000262","Thorax Anak"
"ASTBUA000263","Thorax Anak"
"ASTBUA000264","Thorax Anak"
"ASTVIV000259","Thorax Anak"
"ASTVIV000260","Thorax Anak"
"ASTVIV000261","Thorax Anak"
"ASTVIV000262","Thorax Anak"
"ASTVIV000263","Thorax Anak"
"ASTVIV000264","Thorax Anak"
"AVRIST000259","Thorax Anak"
"AVRIST000260","Thorax Anak"
"AVRIST000261","Thorax Anak"
"AVRIST000262","Thorax Anak"
"AVRIST000263","Thorax Anak"
"AVRIST000264","Thorax Anak"
"AXMAN000259","Thorax Anak"
"AXMAN000260","Thorax Anak"
"AXMAN000261","Thorax Anak"
"AXMAN000262","Thorax Anak"
"AXMAN000263","Thorax Anak"
"AXMAN000264","Thorax Anak"
"AXRAL000259","Thorax Anak"
"AXRAL000260","Thorax Anak"
"AXRAL000261","Thorax Anak"
"AXRAL000262","Thorax Anak"
"AXRAL000263","Thorax Anak"
"AXRAL000264","Thorax Anak"
"BCA000259","Thorax Anak"
"BCA000260","Thorax Anak"
"BCA000261","Thorax Anak"
"BCA000262","Thorax Anak"
"BCA000263","Thorax Anak"
"BCA000264","Thorax Anak"
"BLI000259","Thorax Anak"
"BLI000260","Thorax Anak"
"BLI000261","Thorax Anak"
"BLI000262","Thorax Anak"
"BLI000263","Thorax Anak"
"BLI000264","Thorax Anak"
"BNLI000259","Thorax Anak"
"BNLI000260","Thorax Anak"
"BNLI000261","Thorax Anak"
"BNLI000262","Thorax Anak"
"BNLI000263","Thorax Anak"
"BNLI000264","Thorax Anak"
"BOSAD000259","Thorax Anak"
"BOSAD000260","Thorax Anak"
"BOSAD000261","Thorax Anak"
"BOSAD000262","Thorax Anak"
"BOSAD000263","Thorax Anak"
"BOSAD000264","Thorax Anak"
"BRLII000259","Thorax Anak"
"BRLII000260","Thorax Anak"
"BRLII000261","Thorax Anak"
"BRLII000262","Thorax Anak"
"BRLII000263","Thorax Anak"
"BRLII000264","Thorax Anak"
"BUMDA000259","Thorax Anak"
"BUMDA000260","Thorax Anak"
"BUMDA000261","Thorax Anak"
"BUMDA000262","Thorax Anak"
"BUMDA000263","Thorax Anak"
"BUMDA000264","Thorax Anak"
"CADM000259","Thorax Anak"
"CADM000260","Thorax Anak"
"CADM000261","Thorax Anak"
"CADM000262","Thorax Anak"
"CADM000263","Thorax Anak"
"CADM000264","Thorax Anak"
"CAR000259","Thorax Anak"
"CAR000260","Thorax Anak"
"CAR000261","Thorax Anak"
"CAR000262","Thorax Anak"
"CAR000263","Thorax Anak"
"CAR000264","Thorax Anak"
"CHBB000259","Thorax Anak"
"CHBB000260","Thorax Anak"
"CHBB000261","Thorax Anak"
"CHBB000262","Thorax Anak"
"CHBB000263","Thorax Anak"
"CHBB000264","Thorax Anak"
"CHIN000259","Thorax Anak"
"CHIN000260","Thorax Anak"
"CHIN000261","Thorax Anak"
"CHIN000262","Thorax Anak"
"CHIN000263","Thorax Anak"
"CHIN000264","Thorax Anak"
"CLIFEA000259","Thorax Anak"
"CLIFEA000260","Thorax Anak"
"CLIFEA000261","Thorax Anak"
"CLIFEA000262","Thorax Anak"
"CLIFEA000263","Thorax Anak"
"CLIFEA000264","Thorax Anak"
"CMNP000259","Thorax Anak"
"CMNP000260","Thorax Anak"
"CMNP000261","Thorax Anak"
"CMNP000262","Thorax Anak"
"CMNP000263","Thorax Anak"
"CMNP000264","Thorax Anak"
"DAYIN000259","Thorax Anak"
"DAYIN000260","Thorax Anak"
"DAYIN000261","Thorax Anak"
"DAYIN000262","Thorax Anak"
"DAYIN000263","Thorax Anak"
"DAYIN000264","Thorax Anak"
"EKALI000259","Thorax Anak"
"EKALI000260","Thorax Anak"
"EKALI000261","Thorax Anak"
"EKALI000262","Thorax Anak"
"EKALI000263","Thorax Anak"
"EKALI000264","Thorax Anak"
"EQUITY000259","Thorax Anak"
"EQUITY000260","Thorax Anak"
"EQUITY000261","Thorax Anak"
"EQUITY000262","Thorax Anak"
"EQUITY000263","Thorax Anak"
"EQUITY000264","Thorax Anak"
"FULLTON000259","Thorax Anak"
"FULLTON000260","Thorax Anak"
"FULLTON000261","Thorax Anak"
"FULLTON000262","Thorax Anak"
"FULLTON000263","Thorax Anak"
"FULLTON000264","Thorax Anak"
"FWDLi000259","Thorax Anak"
"FWDLi000260","Thorax Anak"
"FWDLi000261","Thorax Anak"
"FWDLi000262","Thorax Anak"
"FWDLi000263","Thorax Anak"
"FWDLi000264","Thorax Anak"
"GENE000259","Thorax Anak"
"GENE000260","Thorax Anak"
"GENE000261","Thorax Anak"
"GENE000262","Thorax Anak"
"GENE000263","Thorax Anak"
"GENE000264","Thorax Anak"
"GRAST000259","Thorax Anak"
"GRAST000260","Thorax Anak"
"GRAST000261","Thorax Anak"
"GRAST000262","Thorax Anak"
"GRAST000263","Thorax Anak"
"GRAST000264","Thorax Anak"
"HADOC000259","Thorax Anak"
"HADOC000260","Thorax Anak"
"HADOC000261","Thorax Anak"
"HADOC000262","Thorax Anak"
"HADOC000263","Thorax Anak"
"HADOC000264","Thorax Anak"
"HARTA000259","Thorax Anak"
"HARTA000260","Thorax Anak"
"HARTA000261","Thorax Anak"
"HARTA000262","Thorax Anak"
"HARTA000263","Thorax Anak"
"HARTA000264","Thorax Anak"
"HLGRP000259","Thorax Anak"
"HLGRP000260","Thorax Anak"
"HLGRP000261","Thorax Anak"
"HLGRP000262","Thorax Anak"
"HLGRP000263","Thorax Anak"
"HLGRP000264","Thorax Anak"
"ILGASP000259","Thorax Anak"
"ILGASP000260","Thorax Anak"
"ILGASP000261","Thorax Anak"
"ILGASP000262","Thorax Anak"
"ILGASP000263","Thorax Anak"
"ILGASP000264","Thorax Anak"
"INTASIA000259","Thorax Anak"
"INTASIA000260","Thorax Anak"
"INTASIA000261","Thorax Anak"
"INTASIA000262","Thorax Anak"
"INTASIA000263","Thorax Anak"
"INTASIA000264","Thorax Anak"
"JBASU000259","Thorax Anak"
"JBASU000260","Thorax Anak"
"JBASU000261","Thorax Anak"
"JBASU000262","Thorax Anak"
"JBASU000263","Thorax Anak"
"JBASU000264","Thorax Anak"
"JBR2400259","Thorax Anak"
"JBR2400260","Thorax Anak"
"JBR2400261","Thorax Anak"
"JBR2400262","Thorax Anak"
"JBR2400263","Thorax Anak"
"JBR2400264","Thorax Anak"
"JBRBPJ00259","Thorax Anak"
"JBRBPJ00260","Thorax Anak"
"JBRBPJ00261","Thorax Anak"
"JBRBPJ00262","Thorax Anak"
"JBRBPJ00263","Thorax Anak"
"JBRBPJ00264","Thorax Anak"
"JIAS000259","Thorax Anak"
"JIAS000260","Thorax Anak"
"JIAS000261","Thorax Anak"
"JIAS000262","Thorax Anak"
"JIAS000263","Thorax Anak"
"JIAS000264","Thorax Anak"
"JMAS000259","Thorax Anak"
"JMAS000260","Thorax Anak"
"JMAS000261","Thorax Anak"
"JMAS000262","Thorax Anak"
"JMAS000263","Thorax Anak"
"JMAS000264","Thorax Anak"
"JNE000259","Thorax Anak"
"JNE000260","Thorax Anak"
"JNE000261","Thorax Anak"
"JNE000262","Thorax Anak"
"JNE000263","Thorax Anak"
"JNE000264","Thorax Anak"
"KCI000259","Thorax Anak"
"KCI000260","Thorax Anak"
"KCI000261","Thorax Anak"
"KCI000262","Thorax Anak"
"KCI000263","Thorax Anak"
"KCI000264","Thorax Anak"
"KOP000259","Thorax Anak"
"KOP000260","Thorax Anak"
"KOP000261","Thorax Anak"
"KOP000262","Thorax Anak"
"KOP000263","Thorax Anak"
"KOP000264","Thorax Anak"
"KYCI00259","Thorax Anak"
"KYCI00260","Thorax Anak"
"KYCI00261","Thorax Anak"
"KYCI00262","Thorax Anak"
"KYCI00263","Thorax Anak"
"KYCI00264","Thorax Anak"
"MAG000259","Thorax Anak"
"MAG000260","Thorax Anak"
"MAG000261","Thorax Anak"
"MAG000262","Thorax Anak"
"MAG000263","Thorax Anak"
"MAG000264","Thorax Anak"
"MALIFE000259","Thorax Anak"
"MALIFE000260","Thorax Anak"
"MALIFE000261","Thorax Anak"
"MALIFE000262","Thorax Anak"
"MALIFE000263","Thorax Anak"
"MALIFE000264","Thorax Anak"
"MEDITAP000259","Thorax Anak"
"MEDITAP000260","Thorax Anak"
"MEDITAP000261","Thorax Anak"
"MEDITAP000262","Thorax Anak"
"MEDITAP000263","Thorax Anak"
"MEDITAP000264","Thorax Anak"
"MEGA000259","Thorax Anak"
"MEGA000260","Thorax Anak"
"MEGA000261","Thorax Anak"
"MEGA000262","Thorax Anak"
"MEGA000263","Thorax Anak"
"MEGA000264","Thorax Anak"
"MEGINS000259","Thorax Anak"
"MEGINS000260","Thorax Anak"
"MEGINS000261","Thorax Anak"
"MEGINS000262","Thorax Anak"
"MEGINS000263","Thorax Anak"
"MEGINS000264","Thorax Anak"
"MITAD000259","Thorax Anak"
"MITAD000260","Thorax Anak"
"MITAD000261","Thorax Anak"
"MITAD000262","Thorax Anak"
"MITAD000263","Thorax Anak"
"MITAD000264","Thorax Anak"
"MITSOTE000259","Thorax Anak"
"MITSOTE000260","Thorax Anak"
"MITSOTE000261","Thorax Anak"
"MITSOTE000262","Thorax Anak"
"MITSOTE000263","Thorax Anak"
"MITSOTE000264","Thorax Anak"
"NUSA000259","Thorax Anak"
"NUSA000260","Thorax Anak"
"NUSA000261","Thorax Anak"
"NUSA000262","Thorax Anak"
"NUSA000263","Thorax Anak"
"NUSA000264","Thorax Anak"
"OWLEXA000259","Thorax Anak"
"OWLEXA000260","Thorax Anak"
"OWLEXA000261","Thorax Anak"
"OWLEXA000262","Thorax Anak"
"OWLEXA000263","Thorax Anak"
"OWLEXA000264","Thorax Anak"
"PANFIC000259","Thorax Anak"
"PANFIC000260","Thorax Anak"
"PANFIC000261","Thorax Anak"
"PANFIC000262","Thorax Anak"
"PANFIC000263","Thorax Anak"
"PANFIC000264","Thorax Anak"
"PCEPYR000259","Thorax Anak"
"PCEPYR000260","Thorax Anak"
"PCEPYR000261","Thorax Anak"
"PCEPYR000262","Thorax Anak"
"PCEPYR000263","Thorax Anak"
"PCEPYR000264","Thorax Anak"
"PCROSS000259","Thorax Anak"
"PCROSS000260","Thorax Anak"
"PCROSS000261","Thorax Anak"
"PCROSS000262","Thorax Anak"
"PCROSS000263","Thorax Anak"
"PCROSS000264","Thorax Anak"
"PELIFE000259","Thorax Anak"
"PELIFE000260","Thorax Anak"
"PELIFE000261","Thorax Anak"
"PELIFE000262","Thorax Anak"
"PELIFE000263","Thorax Anak"
"PELIFE000264","Thorax Anak"
"PLN000259","Thorax Anak"
"PLN000260","Thorax Anak"
"PLN000261","Thorax Anak"
"PLN000262","Thorax Anak"
"PLN000263","Thorax Anak"
"PLN000264","Thorax Anak"
"PRUDEN000259","Thorax Anak"
"PRUDEN000260","Thorax Anak"
"PRUDEN000261","Thorax Anak"
"PRUDEN000262","Thorax Anak"
"PRUDEN000263","Thorax Anak"
"PRUDEN000264","Thorax Anak"
"PUFR000259","Thorax Anak"
"PUFR000260","Thorax Anak"
"PUFR000261","Thorax Anak"
"PUFR000262","Thorax Anak"
"PUFR000263","Thorax Anak"
"PUFR000264","Thorax Anak"
"SEQLIFE000259","Thorax Anak"
"SEQLIFE000260","Thorax Anak"
"SEQLIFE000261","Thorax Anak"
"SEQLIFE000262","Thorax Anak"
"SEQLIFE000263","Thorax Anak"
"SEQLIFE000264","Thorax Anak"
"SIMAS000259","Thorax Anak"
"SIMAS000260","Thorax Anak"
"SIMAS000261","Thorax Anak"
"SIMAS000262","Thorax Anak"
"SIMAS000263","Thorax Anak"
"SIMAS000264","Thorax Anak"
"SLYNK000259","Thorax Anak"
"SLYNK000260","Thorax Anak"
"SLYNK000261","Thorax Anak"
"SLYNK000262","Thorax Anak"
"SLYNK000263","Thorax Anak"
"SLYNK000264","Thorax Anak"
"SOMPO000259","Thorax Anak"
"SOMPO000260","Thorax Anak"
"SOMPO000261","Thorax Anak"
"SOMPO000262","Thorax Anak"
"SOMPO000263","Thorax Anak"
"SOMPO000264","Thorax Anak"
"SUMDAS000259","Thorax Anak"
"SUMDAS000260","Thorax Anak"
"SUMDAS000261","Thorax Anak"
"SUMDAS000262","Thorax Anak"
