"kd_jenis_prw","nm_perawatan"
"EQUITY000074","Cranium"
"EQUITY000075","Cranium"
"EQUITY000076","Cranium"
"EQUITY000077","Cranium"
"EQUITY000078","Cranium"
"FULLTON000073","Cranium"
"FULLTON000074","Cranium"
"FULLTON000075","Cranium"
"FULLTON000076","Cranium"
"FULLTON000077","Cranium"
"FULLTON000078","Cranium"
"FWDLi000073","Cranium"
"FWDLi000074","Cranium"
"FWDLi000075","Cranium"
"FWDLi000076","Cranium"
"FWDLi000077","Cranium"
"FWDLi000078","Cranium"
"GENE000073","Cranium"
"GENE000074","Cranium"
"GENE000075","Cranium"
"GENE000076","Cranium"
"GENE000077","Cranium"
"GENE000078","Cranium"
"GRAST000073","Cranium"
"GRAST000074","Cranium"
"GRAST000075","Cranium"
"GRAST000076","Cranium"
"GRAST000077","Cranium"
"GRAST000078","Cranium"
"HADOC000073","Cranium"
"HADOC000074","Cranium"
"HADOC000075","Cranium"
"HADOC000076","Cranium"
"HADOC000077","Cranium"
"HADOC000078","Cranium"
"HARTA000073","Cranium"
"HARTA000074","Cranium"
"HARTA000075","Cranium"
"HARTA000076","Cranium"
"HARTA000077","Cranium"
"HARTA000078","Cranium"
"HLGRP000073","Cranium"
"HLGRP000074","Cranium"
"HLGRP000075","Cranium"
"HLGRP000076","Cranium"
"HLGRP000077","Cranium"
"HLGRP000078","Cranium"
"ILGASP000073","Cranium"
"ILGASP000074","Cranium"
"ILGASP000075","Cranium"
"ILGASP000076","Cranium"
"ILGASP000077","Cranium"
"ILGASP000078","Cranium"
"INTASIA000073","Cranium"
"INTASIA000074","Cranium"
"INTASIA000075","Cranium"
"INTASIA000076","Cranium"
"INTASIA000077","Cranium"
"INTASIA000078","Cranium"
"JBASU000073","Cranium"
"JBASU000074","Cranium"
"JBASU000075","Cranium"
"JBASU000076","Cranium"
"JBASU000077","Cranium"
"JBASU000078","Cranium"
"JBR2400073","Cranium"
"JBR2400074","Cranium"
"JBR2400075","Cranium"
"JBR2400076","Cranium"
"JBR2400077","Cranium"
"JBR2400078","Cranium"
"JBRBPJ00073","Cranium"
"JBRBPJ00074","Cranium"
"JBRBPJ00075","Cranium"
"JBRBPJ00076","Cranium"
"JBRBPJ00077","Cranium"
"JBRBPJ00078","Cranium"
"JIAS000073","Cranium"
"JIAS000074","Cranium"
"JIAS000075","Cranium"
"JIAS000076","Cranium"
"JIAS000077","Cranium"
"JIAS000078","Cranium"
"JMAS000073","Cranium"
"JMAS000074","Cranium"
"JMAS000075","Cranium"
"JMAS000076","Cranium"
"JMAS000077","Cranium"
"JMAS000078","Cranium"
"JNE000073","Cranium"
"JNE000074","Cranium"
"JNE000075","Cranium"
"JNE000076","Cranium"
"JNE000077","Cranium"
"JNE000078","Cranium"
"KCI000073","Cranium"
"KCI000074","Cranium"
"KCI000075","Cranium"
"KCI000076","Cranium"
"KCI000077","Cranium"
"KCI000078","Cranium"
"KOP000073","Cranium"
"KOP000074","Cranium"
"KOP000075","Cranium"
"KOP000076","Cranium"
"KOP000077","Cranium"
"KOP000078","Cranium"
"KYCI00073","Cranium"
"KYCI00074","Cranium"
"KYCI00075","Cranium"
"KYCI00076","Cranium"
"KYCI00077","Cranium"
"KYCI00078","Cranium"
"MAG000073","Cranium"
"MAG000074","Cranium"
"MAG000075","Cranium"
"MAG000076","Cranium"
"MAG000077","Cranium"
"MAG000078","Cranium"
"MALIFE000073","Cranium"
"MALIFE000074","Cranium"
"MALIFE000075","Cranium"
"MALIFE000076","Cranium"
"MALIFE000077","Cranium"
"MALIFE000078","Cranium"
"MEDITAP000073","Cranium"
"MEDITAP000074","Cranium"
"MEDITAP000075","Cranium"
"MEDITAP000076","Cranium"
"MEDITAP000077","Cranium"
"MEDITAP000078","Cranium"
"MEGA000073","Cranium"
"MEGA000074","Cranium"
"MEGA000075","Cranium"
"MEGA000076","Cranium"
"MEGA000077","Cranium"
"MEGA000078","Cranium"
"MEGINS000073","Cranium"
"MEGINS000074","Cranium"
"MEGINS000075","Cranium"
"MEGINS000076","Cranium"
"MEGINS000077","Cranium"
"MEGINS000078","Cranium"
"MITAD000073","Cranium"
"MITAD000074","Cranium"
"MITAD000075","Cranium"
"MITAD000076","Cranium"
"MITAD000077","Cranium"
"MITAD000078","Cranium"
"MITSOTE000073","Cranium"
"MITSOTE000074","Cranium"
"MITSOTE000075","Cranium"
"MITSOTE000076","Cranium"
"MITSOTE000077","Cranium"
"MITSOTE000078","Cranium"
"NUSA000073","Cranium"
"NUSA000074","Cranium"
"NUSA000075","Cranium"
"NUSA000076","Cranium"
"NUSA000077","Cranium"
"NUSA000078","Cranium"
"OWLEXA000073","Cranium"
"OWLEXA000074","Cranium"
"OWLEXA000075","Cranium"
"OWLEXA000076","Cranium"
"OWLEXA000077","Cranium"
"OWLEXA000078","Cranium"
"PANFIC000073","Cranium"
"PANFIC000074","Cranium"
"PANFIC000075","Cranium"
"PANFIC000076","Cranium"
"PANFIC000077","Cranium"
"PANFIC000078","Cranium"
"PCEPYR000073","Cranium"
"PCEPYR000074","Cranium"
"PCEPYR000075","Cranium"
"PCEPYR000076","Cranium"
"PCEPYR000077","Cranium"
"PCEPYR000078","Cranium"
"PCROSS000073","Cranium"
"PCROSS000074","Cranium"
"PCROSS000075","Cranium"
"PCROSS000076","Cranium"
"PCROSS000077","Cranium"
"PCROSS000078","Cranium"
"PELIFE000073","Cranium"
"PELIFE000074","Cranium"
"PELIFE000075","Cranium"
"PELIFE000076","Cranium"
"PELIFE000077","Cranium"
"PELIFE000078","Cranium"
"PLN000073","Cranium"
"PLN000074","Cranium"
"PLN000075","Cranium"
"PLN000076","Cranium"
"PLN000077","Cranium"
"PLN000078","Cranium"
"PRUDEN000073","Cranium"
"PRUDEN000074","Cranium"
"PRUDEN000075","Cranium"
"PRUDEN000076","Cranium"
"PRUDEN000077","Cranium"
"PRUDEN000078","Cranium"
"PUFR000073","Cranium"
"PUFR000074","Cranium"
"PUFR000075","Cranium"
"PUFR000076","Cranium"
"PUFR000077","Cranium"
"PUFR000078","Cranium"
"SEQLIFE000073","Cranium"
"SEQLIFE000074","Cranium"
"SEQLIFE000075","Cranium"
"SEQLIFE000076","Cranium"
"SEQLIFE000077","Cranium"
"SEQLIFE000078","Cranium"
"SIMAS000073","Cranium"
"SIMAS000074","Cranium"
"SIMAS000075","Cranium"
"SIMAS000076","Cranium"
"SIMAS000077","Cranium"
"SIMAS000078","Cranium"
"SLYNK000073","Cranium"
"SLYNK000074","Cranium"
"SLYNK000075","Cranium"
"SLYNK000076","Cranium"
"SLYNK000077","Cranium"
"SLYNK000078","Cranium"
"SOMPO000073","Cranium"
"SOMPO000074","Cranium"
"SOMPO000075","Cranium"
"SOMPO000076","Cranium"
"SOMPO000077","Cranium"
"SOMPO000078","Cranium"
"SUMDAS000073","Cranium"
"SUMDAS000074","Cranium"
"SUMDAS000075","Cranium"
"SUMDAS000076","Cranium"
"SUMDAS000077","Cranium"
"SUMDAS000078","Cranium"
"SUNDAY000073","Cranium"
"SUNDAY000074","Cranium"
"SUNDAY000075","Cranium"
"SUNDAY000076","Cranium"
"SUNDAY000077","Cranium"
"SUNDAY000078","Cranium"
"SUNPDSA000073","Cranium"
"SUNPDSA000074","Cranium"
"SUNPDSA000075","Cranium"
"SUNPDSA000076","Cranium"
"SUNPDSA000077","Cranium"
"SUNPDSA000078","Cranium"
"SWPIA000073","Cranium"
"SWPIA000074","Cranium"
"SWPIA000075","Cranium"
"SWPIA000076","Cranium"
"SWPIA000077","Cranium"
"SWPIA000078","Cranium"
"TAKAFUL000073","Cranium"
"TAKAFUL000074","Cranium"
"TAKAFUL000075","Cranium"
"TAKAFUL000076","Cranium"
"TAKAFUL000077","Cranium"
"TAKAFUL000078","Cranium"
"TEMED000073","Cranium"
"TEMED000074","Cranium"
"TEMED000075","Cranium"
"TEMED000076","Cranium"
"TEMED000077","Cranium"
"TEMED000078","Cranium"
"TIMEDC000073","Cranium"
"TIMEDC000074","Cranium"
"TIMEDC000075","Cranium"
"TIMEDC000076","Cranium"
"TIMEDC000077","Cranium"
"TIMEDC000078","Cranium"
"TOMAR000073","Cranium"
"TOMAR000074","Cranium"
"TOMAR000075","Cranium"
"TOMAR000076","Cranium"
"TOMAR000077","Cranium"
"TOMAR000078","Cranium"
"TRAUT000073","Cranium"
"TRAUT000074","Cranium"
"TRAUT000075","Cranium"
"TRAUT000076","Cranium"
"TRAUT000077","Cranium"
"TRAUT000078","Cranium"
"YAKES000073","Cranium"
"YAKES000074","Cranium"
"YAKES000075","Cranium"
"YAKES000076","Cranium"
"YAKES000077","Cranium"
"YAKES000078","Cranium"
"ZURAD000073","Cranium"
"ZURAD000074","Cranium"
"ZURAD000075","Cranium"
"ZURAD000076","Cranium"
"ZURAD000077","Cranium"
"ZURAD000078","Cranium"
"ZURME000073","Cranium"
"ZURME000074","Cranium"
"ZURME000075","Cranium"
"ZURME000076","Cranium"
"ZURME000077","Cranium"
"ZURME000078","Cranium"
"AAA000079","Cruris"
"AAA000080","Cruris"
"AAA000081","Cruris"
"AAA000082","Cruris"
"AAA000083","Cruris"
"AAA000084","Cruris"
"ABDA000079","Cruris"
"ABDA000080","Cruris"
"ABDA000081","Cruris"
"ABDA000082","Cruris"
"ABDA000083","Cruris"
"ABDA000084","Cruris"
"ACADM000079","Cruris"
"ACADM000080","Cruris"
"ACADM000081","Cruris"
"ACADM000082","Cruris"
"ACADM000083","Cruris"
"ACADM000084","Cruris"
"ACPHLT000079","Cruris"
"ACPHLT000080","Cruris"
"ACPHLT000081","Cruris"
"ACPHLT000082","Cruris"
"ACPHLT000083","Cruris"
"ACPHLT000084","Cruris"
"ACPRM000079","Cruris"
"ACPRM000080","Cruris"
"ACPRM000081","Cruris"
"ACPRM000082","Cruris"
"ACPRM000083","Cruris"
"ACPRM000084","Cruris"
"ADIRA000079","Cruris"
"ADIRA000080","Cruris"
"ADIRA000081","Cruris"
"ADIRA000082","Cruris"
"ADIRA000083","Cruris"
"ADIRA000084","Cruris"
"ADM000079","Cruris"
"ADM000080","Cruris"
"ADM000081","Cruris"
"ADM000082","Cruris"
"ADM000083","Cruris"
"ADM000084","Cruris"
"AIA000079","Cruris"
"AIA000080","Cruris"
"AIA000081","Cruris"
"AIA000082","Cruris"
"AIA000083","Cruris"
"AIA000084","Cruris"
"ALLI000079","Cruris"
"ALLI000080","Cruris"
"ALLI000081","Cruris"
"ALLI000082","Cruris"
"ALLI000083","Cruris"
"ALLI000084","Cruris"
"ANGPUR000079","Cruris"
"ANGPUR000080","Cruris"
"ANGPUR000081","Cruris"
"ANGPUR000082","Cruris"
"ANGPUR000083","Cruris"
"ANGPUR000084","Cruris"
"ANUMAP000079","Cruris"
"ANUMAP000080","Cruris"
"ANUMAP000081","Cruris"
"ANUMAP000082","Cruris"
"ANUMAP000083","Cruris"
"ANUMAP000084","Cruris"
"ASIAS000079","Cruris"
"ASIAS000080","Cruris"
"ASIAS000081","Cruris"
"ASIAS000082","Cruris"
"ASIAS000083","Cruris"
"ASIAS000084","Cruris"
"ASKRI000079","Cruris"
"ASKRI000080","Cruris"
"ASKRI000081","Cruris"
"ASKRI000082","Cruris"
"ASKRI000083","Cruris"
"ASKRI000084","Cruris"
"ASTBUA000079","Cruris"
"ASTBUA000080","Cruris"
"ASTBUA000081","Cruris"
"ASTBUA000082","Cruris"
"ASTBUA000083","Cruris"
"ASTBUA000084","Cruris"
"ASTVIV000079","Cruris"
"ASTVIV000080","Cruris"
"ASTVIV000081","Cruris"
"ASTVIV000082","Cruris"
"ASTVIV000083","Cruris"
"ASTVIV000084","Cruris"
"AVRIST000079","Cruris"
"AVRIST000080","Cruris"
"AVRIST000081","Cruris"
"AVRIST000082","Cruris"
"AVRIST000083","Cruris"
"AVRIST000084","Cruris"
"AXMAN000079","Cruris"
"AXMAN000080","Cruris"
"AXMAN000081","Cruris"
"AXMAN000082","Cruris"
"AXMAN000083","Cruris"
"AXMAN000084","Cruris"
"AXRAL000079","Cruris"
"AXRAL000080","Cruris"
"AXRAL000081","Cruris"
"AXRAL000082","Cruris"
"AXRAL000083","Cruris"
"AXRAL000084","Cruris"
"BCA000079","Cruris"
"BCA000080","Cruris"
"BCA000081","Cruris"
"BCA000082","Cruris"
"BCA000083","Cruris"
"BCA000084","Cruris"
"BLI000079","Cruris"
"BLI000080","Cruris"
"BLI000081","Cruris"
"BLI000082","Cruris"
"BLI000083","Cruris"
"BLI000084","Cruris"
"BNLI000079","Cruris"
"BNLI000080","Cruris"
"BNLI000081","Cruris"
"BNLI000082","Cruris"
"BNLI000083","Cruris"
"BNLI000084","Cruris"
"BOSAD000079","Cruris"
"BOSAD000080","Cruris"
"BOSAD000081","Cruris"
"BOSAD000082","Cruris"
"BOSAD000083","Cruris"
"BOSAD000084","Cruris"
"BRLII000079","Cruris"
"BRLII000080","Cruris"
"BRLII000081","Cruris"
"BRLII000082","Cruris"
"BRLII000083","Cruris"
"BRLII000084","Cruris"
"BUMDA000079","Cruris"
"BUMDA000080","Cruris"
"BUMDA000081","Cruris"
"BUMDA000082","Cruris"
"BUMDA000083","Cruris"
"BUMDA000084","Cruris"
"CADM000079","Cruris"
"CADM000080","Cruris"
"CADM000081","Cruris"
"CADM000082","Cruris"
"CADM000083","Cruris"
"CADM000084","Cruris"
"CAR000079","Cruris"
"CAR000080","Cruris"
"CAR000081","Cruris"
"CAR000082","Cruris"
"CAR000083","Cruris"
"CAR000084","Cruris"
"CHBB000079","Cruris"
"CHBB000080","Cruris"
"CHBB000081","Cruris"
"CHBB000082","Cruris"
"CHBB000083","Cruris"
"CHBB000084","Cruris"
"CHIN000079","Cruris"
"CHIN000080","Cruris"
"CHIN000081","Cruris"
"CHIN000082","Cruris"
"CHIN000083","Cruris"
"CHIN000084","Cruris"
"CLIFEA000079","Cruris"
"CLIFEA000080","Cruris"
"CLIFEA000081","Cruris"
"CLIFEA000082","Cruris"
"CLIFEA000083","Cruris"
"CLIFEA000084","Cruris"
"CMNP000079","Cruris"
"CMNP000080","Cruris"
"CMNP000081","Cruris"
"CMNP000082","Cruris"
"CMNP000083","Cruris"
"CMNP000084","Cruris"
"DAYIN000079","Cruris"
"DAYIN000080","Cruris"
"DAYIN000081","Cruris"
"DAYIN000082","Cruris"
"DAYIN000083","Cruris"
"DAYIN000084","Cruris"
"EKALI000079","Cruris"
"EKALI000080","Cruris"
"EKALI000081","Cruris"
"EKALI000082","Cruris"
"EKALI000083","Cruris"
"EKALI000084","Cruris"
"EQUITY000079","Cruris"
"EQUITY000080","Cruris"
"EQUITY000081","Cruris"
"EQUITY000082","Cruris"
"EQUITY000083","Cruris"
"EQUITY000084","Cruris"
"FULLTON000079","Cruris"
"FULLTON000080","Cruris"
"FULLTON000081","Cruris"
"FULLTON000082","Cruris"
"FULLTON000083","Cruris"
"FULLTON000084","Cruris"
"FWDLi000079","Cruris"
"FWDLi000080","Cruris"
"FWDLi000081","Cruris"
"FWDLi000082","Cruris"
"FWDLi000083","Cruris"
"FWDLi000084","Cruris"
"GENE000079","Cruris"
"GENE000080","Cruris"
"GENE000081","Cruris"
"GENE000082","Cruris"
"GENE000083","Cruris"
"GENE000084","Cruris"
"GRAST000079","Cruris"
"GRAST000080","Cruris"
"GRAST000081","Cruris"
"GRAST000082","Cruris"
"GRAST000083","Cruris"
"GRAST000084","Cruris"
"HADOC000079","Cruris"
"HADOC000080","Cruris"
"HADOC000081","Cruris"
"HADOC000082","Cruris"
"HADOC000083","Cruris"
"HADOC000084","Cruris"
"HARTA000079","Cruris"
"HARTA000080","Cruris"
"HARTA000081","Cruris"
"HARTA000082","Cruris"
"HARTA000083","Cruris"
"HARTA000084","Cruris"
"HLGRP000079","Cruris"
"HLGRP000080","Cruris"
"HLGRP000081","Cruris"
"HLGRP000082","Cruris"
"HLGRP000083","Cruris"
"HLGRP000084","Cruris"
"ILGASP000079","Cruris"
"ILGASP000080","Cruris"
"ILGASP000081","Cruris"
"ILGASP000082","Cruris"
"ILGASP000083","Cruris"
"ILGASP000084","Cruris"
"INTASIA000079","Cruris"
"INTASIA000080","Cruris"
"INTASIA000081","Cruris"
"INTASIA000082","Cruris"
"INTASIA000083","Cruris"
"INTASIA000084","Cruris"
"JBASU000079","Cruris"
"JBASU000080","Cruris"
"JBASU000081","Cruris"
"JBASU000082","Cruris"
"JBASU000083","Cruris"
"JBASU000084","Cruris"
"JBR2400079","Cruris"
"JBR2400080","Cruris"
"JBR2400081","Cruris"
"JBR2400082","Cruris"
"JBR2400083","Cruris"
"JBR2400084","Cruris"
"JBRBPJ00079","Cruris"
"JBRBPJ00080","Cruris"
"JBRBPJ00081","Cruris"
"JBRBPJ00082","Cruris"
"JBRBPJ00083","Cruris"
"JBRBPJ00084","Cruris"
"JIAS000079","Cruris"
"JIAS000080","Cruris"
"JIAS000081","Cruris"
"JIAS000082","Cruris"
"JIAS000083","Cruris"
"JIAS000084","Cruris"
"JMAS000079","Cruris"
"JMAS000080","Cruris"
"JMAS000081","Cruris"
"JMAS000082","Cruris"
"JMAS000083","Cruris"
"JMAS000084","Cruris"
"JNE000079","Cruris"
"JNE000080","Cruris"
"JNE000081","Cruris"
"JNE000082","Cruris"
"JNE000083","Cruris"
"JNE000084","Cruris"
"KCI000079","Cruris"
"KCI000080","Cruris"
"KCI000081","Cruris"
"KCI000082","Cruris"
"KCI000083","Cruris"
"KCI000084","Cruris"
"KOP000079","Cruris"
"KOP000080","Cruris"
"KOP000081","Cruris"
"KOP000082","Cruris"
"KOP000083","Cruris"
"KOP000084","Cruris"
"KYCI00079","Cruris"
"KYCI00080","Cruris"
"KYCI00081","Cruris"
"KYCI00082","Cruris"
"KYCI00083","Cruris"
"KYCI00084","Cruris"
"MAG000079","Cruris"
"MAG000080","Cruris"
"MAG000081","Cruris"
"MAG000082","Cruris"
"MAG000083","Cruris"
"MAG000084","Cruris"
"MALIFE000079","Cruris"
"MALIFE000080","Cruris"
"MALIFE000081","Cruris"
"MALIFE000082","Cruris"
"MALIFE000083","Cruris"
"MALIFE000084","Cruris"
"MEDITAP000079","Cruris"
"MEDITAP000080","Cruris"
"MEDITAP000081","Cruris"
"MEDITAP000082","Cruris"
"MEDITAP000083","Cruris"
"MEDITAP000084","Cruris"
"MEGA000079","Cruris"
"MEGA000080","Cruris"
"MEGA000081","Cruris"
"MEGA000082","Cruris"
"MEGA000083","Cruris"
"MEGA000084","Cruris"
"MEGINS000079","Cruris"
"MEGINS000080","Cruris"
"MEGINS000081","Cruris"
"MEGINS000082","Cruris"
"MEGINS000083","Cruris"
"MEGINS000084","Cruris"
"MITAD000079","Cruris"
"MITAD000080","Cruris"
"MITAD000081","Cruris"
"MITAD000082","Cruris"
"MITAD000083","Cruris"
"MITAD000084","Cruris"
"MITSOTE000079","Cruris"
"MITSOTE000080","Cruris"
"MITSOTE000081","Cruris"
"MITSOTE000082","Cruris"
"MITSOTE000083","Cruris"
"MITSOTE000084","Cruris"
"NUSA000079","Cruris"
"NUSA000080","Cruris"
"NUSA000081","Cruris"
"NUSA000082","Cruris"
"NUSA000083","Cruris"
"NUSA000084","Cruris"
"OWLEXA000079","Cruris"
"OWLEXA000080","Cruris"
"OWLEXA000081","Cruris"
"OWLEXA000082","Cruris"
"OWLEXA000083","Cruris"
"OWLEXA000084","Cruris"
"PANFIC000079","Cruris"
"PANFIC000080","Cruris"
"PANFIC000081","Cruris"
"PANFIC000082","Cruris"
"PANFIC000083","Cruris"
"PANFIC000084","Cruris"
"PCEPYR000079","Cruris"
"PCEPYR000080","Cruris"
"PCEPYR000081","Cruris"
"PCEPYR000082","Cruris"
"PCEPYR000083","Cruris"
"PCEPYR000084","Cruris"
"PCROSS000079","Cruris"
"PCROSS000080","Cruris"
"PCROSS000081","Cruris"
"PCROSS000082","Cruris"
"PCROSS000083","Cruris"
"PCROSS000084","Cruris"
"PELIFE000079","Cruris"
"PELIFE000080","Cruris"
"PELIFE000081","Cruris"
"PELIFE000082","Cruris"
"PELIFE000083","Cruris"
"PELIFE000084","Cruris"
"PLN000079","Cruris"
"PLN000080","Cruris"
"PLN000081","Cruris"
"PLN000082","Cruris"
"PLN000083","Cruris"
"PLN000084","Cruris"
"PRUDEN000079","Cruris"
"PRUDEN000080","Cruris"
"PRUDEN000081","Cruris"
"PRUDEN000082","Cruris"
"PRUDEN000083","Cruris"
"PRUDEN000084","Cruris"
"PUFR000079","Cruris"
"PUFR000080","Cruris"
"PUFR000081","Cruris"
"PUFR000082","Cruris"
"PUFR000083","Cruris"
"PUFR000084","Cruris"
"SEQLIFE000079","Cruris"
"SEQLIFE000080","Cruris"
"SEQLIFE000081","Cruris"
"SEQLIFE000082","Cruris"
"SEQLIFE000083","Cruris"
"SEQLIFE000084","Cruris"
"SIMAS000079","Cruris"
"SIMAS000080","Cruris"
"SIMAS000081","Cruris"
"SIMAS000082","Cruris"
"SIMAS000083","Cruris"
"SIMAS000084","Cruris"
"SLYNK000079","Cruris"
"SLYNK000080","Cruris"
"SLYNK000081","Cruris"
"SLYNK000082","Cruris"
"SLYNK000083","Cruris"
"SLYNK000084","Cruris"
"SOMPO000079","Cruris"
"SOMPO000080","Cruris"
"SOMPO000081","Cruris"
"SOMPO000082","Cruris"
"SOMPO000083","Cruris"
"SOMPO000084","Cruris"
"SUMDAS000079","Cruris"
"SUMDAS000080","Cruris"
"SUMDAS000081","Cruris"
"SUMDAS000082","Cruris"
"SUMDAS000083","Cruris"
"SUMDAS000084","Cruris"
"SUNDAY000079","Cruris"
"SUNDAY000080","Cruris"
"SUNDAY000081","Cruris"
"SUNDAY000082","Cruris"
"SUNDAY000083","Cruris"
"SUNDAY000084","Cruris"
"SUNPDSA000079","Cruris"
"SUNPDSA000080","Cruris"
"SUNPDSA000081","Cruris"
"SUNPDSA000082","Cruris"
"SUNPDSA000083","Cruris"
"SUNPDSA000084","Cruris"
"SWPIA000079","Cruris"
"SWPIA000080","Cruris"
"SWPIA000081","Cruris"
"SWPIA000082","Cruris"
"SWPIA000083","Cruris"
"SWPIA000084","Cruris"
"TAKAFUL000079","Cruris"
"TAKAFUL000080","Cruris"
"TAKAFUL000081","Cruris"
"TAKAFUL000082","Cruris"
"TAKAFUL000083","Cruris"
"TAKAFUL000084","Cruris"
"TEMED000079","Cruris"
"TEMED000080","Cruris"
"TEMED000081","Cruris"
"TEMED000082","Cruris"
"TEMED000083","Cruris"
"TEMED000084","Cruris"
"TIMEDC000079","Cruris"
"TIMEDC000080","Cruris"
"TIMEDC000081","Cruris"
"TIMEDC000082","Cruris"
"TIMEDC000083","Cruris"
"TIMEDC000084","Cruris"
"TOMAR000079","Cruris"
"TOMAR000080","Cruris"
"TOMAR000081","Cruris"
"TOMAR000082","Cruris"
"TOMAR000083","Cruris"
"TOMAR000084","Cruris"
"TRAUT000079","Cruris"
"TRAUT000080","Cruris"
"TRAUT000081","Cruris"
"TRAUT000082","Cruris"
"TRAUT000083","Cruris"
"TRAUT000084","Cruris"
"YAKES000079","Cruris"
"YAKES000080","Cruris"
"YAKES000081","Cruris"
"YAKES000082","Cruris"
"YAKES000083","Cruris"
"YAKES000084","Cruris"
"ZURAD000079","Cruris"
"ZURAD000080","Cruris"
"ZURAD000081","Cruris"
"ZURAD000082","Cruris"
"ZURAD000083","Cruris"
"ZURAD000084","Cruris"
"ZURME000079","Cruris"
"ZURME000080","Cruris"
"ZURME000081","Cruris"
"ZURME000082","Cruris"
"ZURME000083","Cruris"
"ZURME000084","Cruris"
"AAA000085","Elbow Joint"
"AAA000086","Elbow Joint"
"AAA000087","Elbow Joint"
"AAA000088","Elbow Joint"
"AAA000089","Elbow Joint"
"AAA000090","Elbow Joint"
"ABDA000085","Elbow Joint"
"ABDA000086","Elbow Joint"
"ABDA000087","Elbow Joint"
"ABDA000088","Elbow Joint"
"ABDA000089","Elbow Joint"
"ABDA000090","Elbow Joint"
"ACADM000085","Elbow Joint"
"ACADM000086","Elbow Joint"
"ACADM000087","Elbow Joint"
"ACADM000088","Elbow Joint"
"ACADM000089","Elbow Joint"
"ACADM000090","Elbow Joint"
"ACPHLT000085","Elbow Joint"
"ACPHLT000086","Elbow Joint"
"ACPHLT000087","Elbow Joint"
"ACPHLT000088","Elbow Joint"
"ACPHLT000089","Elbow Joint"
"ACPHLT000090","Elbow Joint"
"ACPRM000085","Elbow Joint"
"ACPRM000086","Elbow Joint"
"ACPRM000087","Elbow Joint"
"ACPRM000088","Elbow Joint"
"ACPRM000089","Elbow Joint"
"ACPRM000090","Elbow Joint"
"ADIRA000085","Elbow Joint"
"ADIRA000086","Elbow Joint"
"ADIRA000087","Elbow Joint"
"ADIRA000088","Elbow Joint"
"ADIRA000089","Elbow Joint"
"ADIRA000090","Elbow Joint"
"ADM000085","Elbow Joint"
"ADM000086","Elbow Joint"
"ADM000087","Elbow Joint"
"ADM000088","Elbow Joint"
"ADM000089","Elbow Joint"
"ADM000090","Elbow Joint"
"AIA000085","Elbow Joint"
"AIA000086","Elbow Joint"
"AIA000087","Elbow Joint"
"AIA000088","Elbow Joint"
"AIA000089","Elbow Joint"
"AIA000090","Elbow Joint"
"ALLI000085","Elbow Joint"
"ALLI000086","Elbow Joint"
"ALLI000087","Elbow Joint"
"ALLI000088","Elbow Joint"
"ALLI000089","Elbow Joint"
"ALLI000090","Elbow Joint"
"ANGPUR000085","Elbow Joint"
"ANGPUR000086","Elbow Joint"
"ANGPUR000087","Elbow Joint"
"ANGPUR000088","Elbow Joint"
"ANGPUR000089","Elbow Joint"
"ANGPUR000090","Elbow Joint"
"ANUMAP000085","Elbow Joint"
"ANUMAP000086","Elbow Joint"
"ANUMAP000087","Elbow Joint"
"ANUMAP000088","Elbow Joint"
"ANUMAP000089","Elbow Joint"
"ANUMAP000090","Elbow Joint"
"ASIAS000085","Elbow Joint"
"ASIAS000086","Elbow Joint"
"ASIAS000087","Elbow Joint"
"ASIAS000088","Elbow Joint"
"ASIAS000089","Elbow Joint"
"ASIAS000090","Elbow Joint"
"ASKRI000085","Elbow Joint"
"ASKRI000086","Elbow Joint"
"ASKRI000087","Elbow Joint"
"ASKRI000088","Elbow Joint"
"ASKRI000089","Elbow Joint"
"ASKRI000090","Elbow Joint"
"ASTBUA000085","Elbow Joint"
"ASTBUA000086","Elbow Joint"
"ASTBUA000087","Elbow Joint"
"ASTBUA000088","Elbow Joint"
"ASTBUA000089","Elbow Joint"
"ASTBUA000090","Elbow Joint"
"ASTVIV000085","Elbow Joint"
"ASTVIV000086","Elbow Joint"
"ASTVIV000087","Elbow Joint"
"ASTVIV000088","Elbow Joint"
"ASTVIV000089","Elbow Joint"
"ASTVIV000090","Elbow Joint"
"AVRIST000085","Elbow Joint"
"AVRIST000086","Elbow Joint"
"AVRIST000087","Elbow Joint"
"AVRIST000088","Elbow Joint"
"AVRIST000089","Elbow Joint"
"AVRIST000090","Elbow Joint"
"AXMAN000085","Elbow Joint"
"AXMAN000086","Elbow Joint"
"AXMAN000087","Elbow Joint"
"AXMAN000088","Elbow Joint"
"AXMAN000089","Elbow Joint"
"AXMAN000090","Elbow Joint"
"AXRAL000085","Elbow Joint"
"AXRAL000086","Elbow Joint"
"AXRAL000087","Elbow Joint"
"AXRAL000088","Elbow Joint"
"AXRAL000089","Elbow Joint"
"AXRAL000090","Elbow Joint"
"BCA000085","Elbow Joint"
"BCA000086","Elbow Joint"
"BCA000087","Elbow Joint"
"BCA000088","Elbow Joint"
"BCA000089","Elbow Joint"
"BCA000090","Elbow Joint"
"BLI000085","Elbow Joint"
"BLI000086","Elbow Joint"
"BLI000087","Elbow Joint"
"BLI000088","Elbow Joint"
"BLI000089","Elbow Joint"
"BLI000090","Elbow Joint"
